asin	title	reviewer_id	reviewer_name	review_text	rating	summary	review_date	total_votes	helpful_votes	unhelpful_votes
B000AE4QD8	Doc Martin Series 1 [Region 2]	A13I729IPODO2H	Aldon K Samaha	"I am a big fan of Doc Martin, but I never saw the first episode. It was a great episode as all the elements and most of the characters fell right into place as I had understood them in the subsequent episodes that I did see. It was great to see that the ""marker"" for Martin's relationship with Louisa was solidly established in this first episode. Martin's wierd interaction with people, especially Louisa, is misinterpreted negatively, and later Louisa becomes somewhat embarassed when she finds out what he really meant. This interaction with Louisa happens in practically every episode.BTW, I saw clips of the scene of their first meeting in the Spanish and German versions, and it was just as funny as the English version. Now I'm waiting for Season 5 to come out so I can see what happens next."	5.0	"Review of Doc Martin video, ""Going Bodmin"""	2012-03-03	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	A1LCUICLN3EJ9H	A. Lee	Get through the first couple episodes and you'll want to watch all 5 seasons in one night. give it a try	5.0	addictive	2013-08-13	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	A13EYCSPPKHSJ	Alexander Johnson	Beautiful scenery, sharp dialogue and a quirky cast of characters, all contribute to this unique twist on a romantic comedy.	5.0	Laugh out loud.	2014-03-01	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	A389KF87FO7S0S	Alex McNair	I wasn't expecting too much from this series going in and only fired up episode 1 to kill some time, but I have been pleasantly surprised. Good writing, an interesting location and some truly odd characters you get to know quickly make it well worth it.	4.0	Witty and fun	2013-12-17	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	A1LYO3USDBAJBC	Alex SP	I had never watched any of Doc Martin episodes on PBS but was hooked after the first episode.  Even enjoyed the alternative &#34;beginning&#34; pilot (even though it really is a different character!)	5.0	Wasn't sure what to expect...	2014-01-10	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	ALTNRJM7SOMUC	alice f. brown	I'm only on Season 3....I'm hooked. Great acting.  I love the scenery and all the characters are so true to life.	5.0	There aren't enough stars!	2014-04-19	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	A1T1KHN8QVVKJX	alice tolman	I loved this series. the setting is so interesting. it is a part of the world i know very little about. it is fascinating.  The characters are terrific.	5.0	home is where the heart is	2013-12-30	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	A1IOW86Y5V6SM9	Alisha A Reed	It reminds me of the British version of Northern Exposure combined with House.  The humor is dry and the characters are just that...characters.	5.0	Medicine mixed with quirkiness	2013-09-16	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	A39P3YRQHEMNV2	Alison Haber	Doc Martin is completely addictive. I need to make sure everything that needs to be accomplished in my home is finished before watching an episode.	5.0	Martin Clunes	2014-01-13	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	A14JBQRXMT4A99	Alison Ruger	I have just started watching the first DVD in this set and it is not in good shape.  It stops and dtutters and I have to keep hitting the fast forward button for a long time to tty to get past the tough spots.  And sometimes Zi just have to give up, back out and go to a different session.  This was a library DVD ,- really gutsy of somebody to resell an old used scratched library set of DVDs.	1.0	Horrid.	2014-07-10	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	A3377X67AT7KCT	Allandar	This series is really well done. It is quaint, subtle, humorous, and heart warming. It is a must watch for any one!!!!!!	5.0	Great Viewing	2013-08-12	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	A3PCWKZKWQSHA0	Allisgood	Very well written & acted. My husband who is not a fan ( like I) of British shows even likes it!	5.0	Very Entertaining!	2014-05-09	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	A390RBYV4CA394	Ally	If you have 1) Amazon Prime; 2) a Kindle, you can watch this for free, and if you also like sarcasm and irony, you will love this quirky comedy.	5.0	Doc Martin rocks	2013-04-25	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	A96V6IFX533R7	alonzo	I was very happy to find doc martin season one with subtitles on amazon streaming.  The quality was quite good on my iPad but not so good on my TV.  I love the show!	5.0	I love Doc Martin	2014-04-18	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	A2SA4O52TFN0BJ	"Amanda S. Robinson ""Scottish Lassie"""	Doc Martin is a show with everything. Humor, drama, mystery, romance & a jerk doctor that you can't help but love. It's very well acted & grabs your attention from the very first scene in the very first episode. Doc Martin goes from being a world class surgeon to the GP of a tiny village in the Cotswolds all because of an unexpected phobia to blood that reared its ugly head during the middle of a routine surgery. He takes the job of GP in this village thinking he won't have to deal with blood, but what he doesn't expect is a town full of clumsy, accident prone people who seem to bleed a lot. Give it a try, I think you'll like it. Especially if you enjoy watching	5.0	like a cup of hot English Tea	2013-12-29	1	1	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	AFSZKUROMK8FY	"A. Marie Carlson ""David J. Carlson"""	great acting and humor--every episode seemed to round out with quality. looking forward always to the next season and beyond	5.0	the best	2014-01-09	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	AREVKTCDMMJ9O	"Amazon Customer ""Cloud9"""	We never miss this tv show. It is so well written. Looking forward to 2014 series. Keep up the good work.	5.0	Great show	2014-01-23	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	A3UB4YDD6ONSUE	"Amazon Customer ""cness26"""	Hadn't ever seen Doc Martin until recently, and now we are watching him non-stop and looking forward to the new season.Thank you!	5.0	Love this show - waiting to see him smile	2014-02-20	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	AKACGHPVILE9R	"Amazon Customer ""Euphemia"""	Great story lines, great acting, very substantive, very refreshing compared to US tv which in my opinion is really shallow and riddled with too much sex and violence. Would really like to get my hands on series 2 and 3. Not sure why this did not go on to a series 4.	5.0	Fantastic!	2008-07-06	32	28	4
B000AE4QD8	Doc Martin Series 1 [Region 2]	AODCADC5I8BX	"Amazon Customer ""healthplans"""	Classic British comedy, now I want to visit Cornwall.  It is a good series to watch with family. It is being copied worldwide.	5.0	Classic British comedy, now I want to visit Cornwall.	2014-01-08	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	A3EJXIWE3CNL37	Amazon Customer	clean, funny,  great characters - both lead and cameos. Saw it in the UK and had to find the rest. We are hooked, we'll be watching them all.	5.0	perfect english humor	2014-01-16	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	A33Y6G8G6EFEVK	Amazon Customer	Doc Martin if a very quirky show. The character is a cross between House M.D. and Bones. You grow to love him despite his mannerisms. I would suggest watching the two movies that came before the series also.	5.0	Great series	2014-02-05	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	A3FA4D6Q8E86VC	Amazon Customer	Dry British humor, and a village full of quirky folks combined with a doctor who is all business (even in his love life).	4.0	Very entertaining,	2013-04-28	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	A1WOWPOMGGS6II	Amazon Customer	Excellent series. Storyline and acting is truly superb. Wish all of the seasons were available for watching and renting. The cast of characters become like friends.	5.0	Great series!	2014-04-20	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	A2Q44IK81I5ACV	Amazon Customer	Good clean fun.  Very similar to as &#34;Time Goes By&#34;.  You will enjoy every minute of every show of every season.	5.0	Great comedy!	2014-03-31	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	A1IA2MEAFPI2VW	Amazon Customer	Great family series without violence and vulgarity. A very refreshing show that I thoroughly enjoyed. I've actually visited England where the series takes place so it has even more appeal to me for this reason as well.	5.0	Loved this series!	2014-06-18	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	A1JOABF6LOJW8Z	Amazon Customer	Great show. Love Doc Martin's and all his neighbors quirks.  We are thinking of visiting Cornwall to see the area.	5.0	Great show.  Love Doc Martin's quirks.	2014-04-21	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	A1USEY1KMYPNPZ	Amazon Customer	If you enjoy Brit Coms and haven't tried 'Doc Martin', you owe it to yourself to sample a few. We started with season 5, last winter and then picked up season 1, from Amazon to get more into the series.Martin Clunes plays Dr. Martin Ellingham, a gifted surgeon who lost his 'nerve', and became a small town GP. Martin lacks certain social 'skills' and the series runs with this.Clunes is a naturally funny guy playing a straight, dry character and does it so well. The supporting cast of characters and the small town only add entertainment.Try 3 or 4 early episodes and you may find yourself hooked. We were.Footnote: the ficticious town of Portwen, Cornwall, England is actually the town of Port Issac, Cornwall.	5.0	A hoot, if you enjoy Brit coms	2013-08-11	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	A271JXNE2HD49N	Amazon Customer	I have a dry sense of humor sometimes, and Doc Martin really touches on that.  Thank you for offering Doc Martin on Amazon Prime.	5.0	Very Entertaining	2014-02-14	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	A21T6Y1T4KN0XC	Amazon Customer	I love all of the Doc Martin shows. So happy to find Season 1!! Can't wait for Season 6 to be available!!	5.0	Doc Martin	2014-04-28	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	AXZ6WA3GA2WRH	Amazon Customer	I love this show!  It is not the usual case to see a TV series of this caliber. The characters of Doc Martin and Louisa are prime examples of wholesome entertainment backed up by the rest of Portwenn's population. Being able to watch an entire season whenever I want more than offsets the cost.  Thank you Amazon.	5.0	Simply the Best!	2014-03-14	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	A3L91O7N80UWSR	Amazon Customer	I'm completely hooked! Sorry I found this show late.  Watched through season 3.  Hope they do make a season 6.	5.0	Doc Martin	2013-08-13	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	ASN4TFRCX6YQY	Amazon Customer	I'm finally getting myself up to speed, since I started watching Doc Martin in about the middle of Season 4.  I love this show and I want to move to Portwenn (Port Isaac).  Don't we all?	5.0	The best show ever?	2014-03-27	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	A2HXPIA6YJLCWT	Amazon Customer	I started watching this series because my wife wanted to watch it (I prefer English comedy and detective shows). I at first wasn't impressed but after three episodes I started to understand the character(s) and found myself enjoying the show. After the first couple of episodes I would have rated it 2 stars, but after finishing the season I gave it 4 stars.	4.0	I like english films and series.	2013-06-17	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	A1BNMDSDW8FHPZ	Amazon Customer	Martin Clunes is brilliant. I felt like I was a resident of Portwenn. His straight faced - unemotional character is intriguing. Cant wait to see more episodes.	5.0	PortWenn is intriguing	2013-11-14	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	A3TMBJ0JAGCJQJ	Amazon Customer	My husband is a small town family Doctor and we LOVE watching DOC and enjoy seeing that people are somewhat the same all over the world.	5.0	If you like Britsh Dry Humor this might be your cup of tea.	2013-05-04	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	APGYHQWUVOUAY	Amazon Customer	Ostensibly about an unlikable, highly successful, big city, vascular surgeon who retreats to a small and charming village as a GM because he develops an aversion to the smell and sight of blood. Doc Martin is socially inept (from years of cutting himself off from his real feelings, it is apparent) and at first, unapproachable. The viewer is given to believe it is the lovable although kooky townspeople who will put him right.  However, as the series progresses and the doctor begins to adjust to his situation, I find the characters of the town to be less simple/quaint/eccentric than obnoxious - some of them ignorant bordering on dangerously ignorant. Is this how small town people truly are? I hope not? Seems strangely unbelievable and manipulative to me.Anyway, difficult to continue watching when you don't really like the characters. I especially find the so-called receptionist impossible to stomach. In the end, the two I most cared about were the good doctor and his guardian angel, the homeless dog.	3.0	3 Stars for the doctor and his dog	2014-04-22	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	A55YJXAJKYNIR	Amazon Customer	Pretty funny series so far. Looking forward to seeing what else is going to happen. I'd recommend this series to my friends.	3.0	Good series	2014-05-15	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	A2JEAM37F1P6XN	Amazon Customer	Really funny and quirky and fabulously entertaining!  Rates right up there with &#34;Downton Abbey.&#34;  The Doc is a greatly entertaining and his office clerk is a hoot!  Definitely a &#34;must see&#34; for American audiences.	5.0	One of the best series around!!!	2013-02-18	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	A2FJYULW4L12J8	Amazon Customer	season 1was very entertaining. Must go visit this village soon!  Martin's dryness  is so entertaining.  He says only what I wish I could say to some people.	5.0	Doc Martin grows on you	2014-01-14	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	ANFA3EILWO8YY	Amazon Customer	The characters are captivating - writing is exceptional - I started watching this out of curiosity and eneded up having it become one of my favorit eshows	5.0	Great Show highly recommend	2013-07-08	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	AAD9OV8MP61LC	Amazon Customer	The hilariious but subtle humor, the rich and fascinating characters, and the rich and wonderful story lines in this little Welsh town are some of my favorites of any shows I have seen. Please show me more like this!	5.0	We need more shows of this quality	2013-09-10	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	A1M9T60TUEUUD2	Amazon Customer	The villagers of Port Wen will be come like your neighbors and you'll be glad this Doc is not your Doc.	4.0	This show grows on you.	2014-02-20	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	AMYV210RLLI0S	Amazon Customer	this is a wonderful show with great actors writing and good humor. also educational about obscure medical conditions. must see tv	5.0	love	2014-01-04	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	A32A0SGS351KLS	Amazon Customer	This is quirky, English, but we love it.  So refreshing to have a show that is not around crime scenes and the scenery is lovely.  Good acting and love the characters.  Highly recommend.	5.0	Great show~	2014-01-05	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	A3I27OH9FYARAM	Amazon Customer	Very entertaining.  If you like English television, you will like this one.  A very quirky doctor and a village of strange people makes for good laughter.  I watch while working out at the gym, and find I work out longer so I can see the whole show.  Find myself laughing out loud at times.	5.0	good fun	2014-04-17	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	AVOG0GYAD90C2	Amazon Customer	We loved this serise and thought it was all over until I saw on Facebook about the new season 6 that was showing on some channels...so we decided to watch the whole series from the beginning again to refresh our memory of DOC...we just love him and all the characters in the show....it is better the second time around for us...so much we didn't remember...	5.0	This is the BEST series ever!!!...	2014-02-22	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	A2BAVV2WW616SI	Amazon Customer	Disappointing first episode following 2 brilliant prequel episodes. They changed the town, they changed his personality to cynical and aloof. Not very humorous.	1.0	Disappointing 1st episode	2014-03-13	3	1	2
B000AE4QD8	Doc Martin Series 1 [Region 2]	A1G0I36B9368R0	Amazon Customer	This is simply the best.  I am sitting on pins and needles waiting for the second series to come out for the US.	5.0	I want more	2007-12-15	3	3	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	AOKA4TKS5JS05	"Amazon Customer ""nydirector"""	Although it's the same actor, the character of Doc Martin in this original TV movie is the polar opposite of the aloof, testy character in the TV series. Here he's a lovable, goofy nebbish. They changed his last name and personal background, as well as the location, for the subsequent long-running series. Still worth watching though.	4.0	Very different from the subsequent series	2014-02-05	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	A2UFLRNQ95QTBZ	"Amazon Customer ""word woman"""	Sure is refreshing to see something on TV and/or video that isn't violent, stupid or pornographic. (Unlike the US TV programs).I love the characters on this series.  There's a plot! Totally enjoyable entertainment that a person can watch without feeling emotionally abused.	5.0	Those Brits really are funny!	2014-03-25	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	A3CY3WRXLSESTX	"Amazon Fan ""Marilyn Rice"""	Love his personality and strange sense of humor.  Also like his clumsiness. Think it was great how all of the townspeople supported one of their own.	5.0	Love this show	2014-06-17	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	A1GMCUG00UCDEZ	"AmazonLover ""Book & movie lover"""	"I enjoyed Season 1 and have watched it three times since receiving it three days ago.  Martin Clunes is a big favorite of mine and I have enjoyed his work in other projects.I think  the characters  Martin and Louisa are perfect for one another.  She really ""gets"" him and loves him in spite of himself. The supporting characters are wonderful and really rounds out the atmosphere of the piece.  I hope Seasons 2 and 3 comes out soon."	5.0	Love, love, love this series!  Martin Clunes is wonderful	2008-04-12	3	2	1
B000AE4QD8	Doc Martin Series 1 [Region 2]	A2VF8IACI2KR2C	"Amber Polo ""author of The Shapeshifters LIbrary"""	I loved the entire series. After watching all the available DVDs, I bought series 1 for my my doctor, whose first name is Martin (and has a quirky sense of humor).	5.0	Bought as a gift for my doctor	2013-07-01	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	A36RRPK8U7N6HF	Amelia Lewis	took a while for me to figure out what the fuss was all about, but the character is both sympathetic, and humorous.  seeing martin clunes in another english series, has shown me the latitude of martin's abilities.	5.0	doc martin	2013-04-28	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	A2W6R9LHAXFTHG	Ames	I originally saw a few episodes on PBS and got hooked, so I was thrilled to find the rest of the series free on Amazon Prime.There is hilarity, irony and heartache.  And it is such a refreshing break from the puerile shows made in Hollywood.I really anticipate future seasons and I highly recommend it.	5.0	One of the few shows that has kept me coming back for more!	2012-04-14	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	A1M0FLBVNZLCSE	Amparo Hutchison	I got the series from prime,I love Doc Martin sense of humor the characters and the cast,can't wait to season 2	5.0	Love the series	2014-04-24	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	AHL4V3L710YGB	Amy Beth	This show is surprising.  The plotlines are layered and many.  You will definitely find yourself laughing.  Martin Clunes is incredible in this role.	5.0	Funny and quirky	2014-02-15	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	A1DCPZ0CV2HW4E	Amy Collins	The setting is beautiful, the characters are captivativing, and the storylines are so interesting!  The relationshipbeween Martin and Louisa keeps you watching show after show.  Martin is softer in this first series.	5.0	Best tv show ever made!	2014-02-14	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	A1HZ05NZNSIOPD	Amy L Carrel	Addictive. I watched season 1 within a week and look forward to watching all the rest of the seasons. Well worth watching!	5.0	Very Enjoyable	2013-05-13	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	A1HKX7V3T26E2H	ana diaz	Dvd was fantastic  in great condition I love them.but I have to return one I guess the computer put me down for two when I only wanted one but soon you will receive the other dvd thank you	5.0	love my dvd dr. martin	2014-01-07	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	A2BQIBARA65HSQ	ancient grandmother	I am a rabid anglophile from years back.  Husband is NOT.  Somehow, and I don't know how, he happened to watch an episode of Doc Martin with me, and then watched another on purpose.  He has become a huge fan of the Doc, and,, at last, afrter more years than I care to remember, we have a British comedy we watch together.  Now if I could only interest him in Newq Tricks and Downton Abbey.......	5.0	Breaking barriers	2013-02-18	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	A1VVBSRTCO1UFC	Andrea Beshuk	Very cute... very English.... beautiful countryside too,  you will find a real enjoyment in the very &#34;true-to-small-town-life&#34; characters in this small fishing village.  You will be hooked!	5.0	very cute	2014-01-08	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	A3GFCDNV8UKWND	"Andrea Edwards ""Alieneta"""	Its weirdly addicting, its a show you wouldn't think that you would like but suddenly you find yourself not wanting to stop watching	5.0	Beware this show is oddly addicting :)	2014-05-28	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	A2786RCFYG6ER9	Andrea	I ran across this program on PBS while channel surfing and something caught my attention.  Now I'm hooked!  I love the music, the beautiful scenery, the great suttle humor, and the unique characters, especially Doc Martin and Louisa.  I can hardly wait until series 2 and 3 are available for DVD's in the US.	5.0	I love this program!	2009-02-21	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	A1KRGXHXMEJ5T1	"Andrea Kay O'Loughlin ""Andrea"""	A friend recommended this series to me after I had told her my Amazon Prime membership could deliver it to my Kindle.  From the first episode, I've been transfixed not only by the stunning scenery of this seaside Cornwall hamlet but also by its quirky and eccentric characters.  Doc Martin is beyond rude in a classic case of Nature and nurture.  Louisa, the town's schoolteacher is as fascinated by him as she is repelled by his abruptness.  And every Portwenn resident has his/her own story to unfold.  I am now at the end of the second series and even more enthralled.  The only downside &#34;to Doc Martin&#34; is that it becomes an addiction and you long to relocate to this place which engenders both laughter and tears.	5.0	A Treasure	2014-03-14	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	A230URFWCIR39E	Andrea Kjenstad	This series has everything I like.  The characters are well defined and the plot is funny and dramatic. The scenery is beautiful and makes me want to go there.	5.0	I love this series	2013-01-25	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	AH5IFZY23VKLR	Andrewk	The hallmark of a great product is that it actually changes one's day to day quality of life--like my IPhone and my IPad.  Like my new GM Suburban the first I got lost and called Onstar.  Like watching over 3 days all 30 plus episodes of Doc. Martin.  This show is a different species of storytelling.  It 's as close to perfect as any movie, book, or show I've ever experienced.  The signature of its craft is its utter simplicity in presentation successfully masking the relentless artistry.	5.0	Unexpected excellence	2012-02-02	2	2	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	A1NRQ95WANRCBH	Andrina	I love Doc Martin and have missed this show since moving South.  What a wonderful cast and wonderful village.  Makes me feel like I am walking with them.	5.0	Hello Doc Martin	2014-04-10	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	A2FTSPFJ0ZRQ42	Andy	Another British series that is well written and beautifully produced. So much better than the reality trash on television. Introduced my wife to the show and she loves it!	5.0	Entertainment at its best	2014-05-24	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	A1B28IIPJU8ZKD	Angela Parzuchowski	I thought it was funny and sad and the series was great..I am even viewing for the 2nd time and enjoying it again.	5.0	Doc Martin	2014-06-04	0	0	0
B000AE4QD8	Doc Martin Series 1 [Region 2]	A37V4LI0G0VO4E	Angela Richmond	This is an excellent, quirky, funny series. I was disappointed when I reached the end. I found myself missing the ol' Doc. I highly recommend this show!	5.0	I LOVE this show!!	2011-02-22	8	7	1
B000AE4QD8	Doc Martin Series 1 [Region 2]	A3N55LRMVS17D0	Annabeth	Excellent programs with a wonderful balance of the Doc's sweet and understandable (once you get to know him) asperity and his irascible, but lovable (again, once you get to know him) character. Thank god for the good-hearted but practical Louisa as his love interest.	5.0	DOC MARTIN SERIES	2013-05-12	0	0	0
